employee_id,name,gender,department,job_role,age,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time,attrition
EMP_00646,Joseph Johnson,Male,Sales,Sales Director,33,3,3,4,4,3,7898,20,0,6,4,11,7,Non-Travel,No,No
EMP_01458,Sarah Flores,Female,Administration,Office Manager,29,2,3,2,4,4,10119,21,1,6,1,7,23,Travel_Rarely,No,No
EMP_00675,Melissa Rivera,Female,Supply Chain,Procurement Specialist,35,3,4,3,4,4,6840,21,1,3,2,10,9,Non-Travel,No,No
EMP_01014,Christopher White,Female,Human Resources,HR Specialist,26,2,3,3,3,1,5963,18,0,3,1,3,23,Travel_Rarely,Yes,Yes
EMP_00015,Brian King,Female,Marketing,Brand Strategist,32,4,2,4,3,2,7262,19,1,7,6,7,12,Non-Travel,Yes,No
EMP_00623,Linda Clark,Female,Quality Assurance,QA Lead,45,2,4,4,3,2,6396,12,2,5,2,19,8,Travel_Rarely,No,No
EMP_01026,Kevin Miller,Male,Human Resources,Compensation Analyst,35,2,3,4,1,3,8903,18,0,10,3,10,24,Travel_Rarely,No,No
EMP_01375,Edward Nelson,Female,IT,IT Specialist,41,3,2,2,3,4,9214,17,0,4,3,16,4,Travel_Rarely,No,Yes
EMP_01776,Jason Hall,Male,Supply Chain,Supply Chain Analyst,29,3,3,2,1,1,6649,13,1,5,1,8,12,Travel_Rarely,No,Yes
EMP_00071,Stephanie Baker,Male,Quality Assurance,Quality Manager,35,5,3,4,4,3,6881,12,2,11,5,11,7,Travel_Rarely,No,No
EMP_01543,Stephanie Adams,Female,Marketing,Marketing Manager,26,1,2,3,3,3,4760,21,3,7,6,7,22,Travel_Rarely,Yes,Yes
EMP_00943,Margaret Wright,Male,Customer Service,Support Specialist,42,3,4,4,4,3,13901,19,1,5,5,20,2,Travel_Rarely,No,No
EMP_01133,Daniel Williams,Female,Quality Assurance,QA Engineer,41,4,4,2,1,2,8738,11,1,10,5,18,14,Travel_Rarely,Yes,No
EMP_01209,Kevin Harris,Female,Quality Assurance,Quality Manager,26,3,2,2,4,4,5168,14,0,9,5,9,25,Travel_Rarely,Yes,No
EMP_01468,Margaret Martinez,Female,Human Resources,Training Manager,34,3,2,4,1,3,7404,22,1,4,4,5,4,Travel_Rarely,Yes,No
EMP_00186,Rebecca Young,Male,Engineering,Software Engineer,33,4,4,3,2,2,10439,20,1,4,3,10,8,Travel_Frequently,No,No
EMP_01134,Mary Hill,Female,Administration,Receptionist,28,1,3,3,3,2,4346,18,0,5,2,5,25,Travel_Frequently,Yes,No
EMP_00647,Sandra Sanchez,Male,Customer Service,Service Representative,44,4,3,2,4,2,9992,25,1,3,1,19,7,Non-Travel,No,No
EMP_01306,Amanda Johnson,Female,Marketing,Digital Marketing,44,3,4,4,4,4,6037,20,1,9,6,18,20,Travel_Frequently,No,No
EMP_00570,Christopher Lee,Male,Sales,Account Executive,46,4,3,3,3,4,7244,15,0,12,9,23,20,Travel_Frequently,No,No
EMP_01838,Christopher Lewis,Female,Product,Product Owner,32,2,2,2,2,2,5146,14,0,1,0,1,17,Travel_Rarely,Yes,Yes
EMP_01534,Ashley Lopez,Male,Finance,Controller,39,1,2,3,3,3,7159,20,2,5,5,9,15,Non-Travel,No,No
EMP_01601,James King,Male,IT,Network Engineer,48,2,3,4,4,4,9746,12,2,2,2,19,16,Travel_Frequently,No,No
EMP_01129,Susan Martinez,Female,Sales,Business Development,36,2,3,2,3,4,6707,18,2,3,0,4,17,Travel_Frequently,No,No
EMP_01197,Barbara Johnson,Male,Engineering,Technical Lead,27,1,3,3,3,3,4783,21,0,10,2,10,16,Travel_Rarely,Yes,No
EMP_00417,Mary Nelson,Female,Finance,Controller,52,3,3,2,3,4,9373,23,0,18,4,19,16,Non-Travel,No,No
EMP_01694,Nancy Adams,Female,Finance,Finance Manager,24,4,3,3,3,1,8856,13,0,8,3,8,12,Travel_Frequently,Yes,No
EMP_00906,Barbara Nelson,Female,Operations,Process Engineer,37,3,3,4,3,3,11694,18,2,12,8,16,2,Non-Travel,No,No
EMP_00940,Carol Lopez,Female,Human Resources,Compensation Analyst,35,3,2,3,4,3,7023,12,1,11,1,13,18,Travel_Rarely,No,No
EMP_00139,Kevin Lewis,Male,Human Resources,Recruiter,46,2,3,4,4,3,8378,22,3,20,4,26,6,Travel_Rarely,No,No
EMP_00248,Robert Adams,Female,Customer Service,Support Specialist,34,3,2,2,4,3,12534,16,0,3,3,7,13,Non-Travel,Yes,No
EMP_01617,Timothy Garcia,Female,Finance,Controller,28,2,3,2,2,1,10518,20,2,10,6,10,4,Travel_Frequently,Yes,No
EMP_00872,Anthony Flores,Female,Research & Development,R&D Engineer,48,2,2,3,4,4,8157,23,3,10,3,14,4,Non-Travel,Yes,No
EMP_00720,Mary Miller,Female,Supply Chain,Inventory Manager,29,2,3,3,2,4,10749,24,1,7,1,9,6,Non-Travel,Yes,No
EMP_01512,Paul Lewis,Female,IT,IT Specialist,33,2,3,2,3,3,5476,12,0,3,1,10,3,Travel_Rarely,No,No
EMP_00161,Charles Flores,Female,Customer Service,Service Manager,33,3,2,2,3,4,10624,24,1,8,6,11,19,Non-Travel,No,No
EMP_01644,Mary Perez,Female,Supply Chain,Logistics Manager,25,3,2,3,4,4,8669,12,0,8,0,8,16,Travel_Rarely,No,No
EMP_00624,Donna Anderson,Male,Administration,Office Manager,44,4,3,2,4,3,12798,20,0,13,6,19,7,Travel_Rarely,No,No
EMP_01273,Richard Lee,Male,IT,System Administrator,45,3,3,3,2,1,7702,14,2,10,0,20,17,Non-Travel,No,No
EMP_00682,Robert Garcia,Male,Legal,Legal Counsel,32,2,2,4,4,3,13890,18,1,4,4,6,18,Travel_Rarely,No,No
EMP_01807,George Scott,Female,Sales,Business Development,27,2,1,1,2,1,3752,15,0,4,2,7,22,Travel_Rarely,Yes,Yes
EMP_00487,Emily Rodriguez,Male,Research & Development,Innovation Specialist,28,2,2,4,3,3,7537,20,1,5,4,6,4,Non-Travel,No,No
EMP_00791,James Wilson,Female,Marketing,Digital Marketing,43,5,2,3,3,3,11351,20,1,3,1,10,10,Travel_Rarely,No,No
EMP_01835,Elizabeth Sanchez,Male,Product,Product Manager,27,2,2,1,1,2,6850,11,0,2,0,5,26,Travel_Rarely,No,Yes
EMP_00708,Edward Torres,Female,Engineering,Engineering Manager,34,4,3,4,3,3,12585,22,2,5,1,9,20,Travel_Rarely,No,No
EMP_00325,Steven Thompson,Female,Product,Product Analyst,50,4,3,2,4,4,6462,23,2,4,4,17,5,Non-Travel,No,No
EMP_01059,Paul Jackson,Male,Quality Assurance,QA Lead,38,2,3,4,4,3,7456,22,0,3,3,10,9,Travel_Rarely,No,No
EMP_00919,Ronald Perez,Male,Operations,Quality Specialist,51,2,4,4,3,2,8202,17,1,8,4,14,4,Non-Travel,Yes,No
EMP_01558,Jason Rodriguez,Female,Customer Service,Support Specialist,40,4,4,4,3,1,7660,14,0,1,0,4,15,Travel_Rarely,Yes,No
EMP_00729,Karen Hall,Male,Product,Product Analyst,29,2,4,3,4,3,14621,16,2,5,1,7,4,Travel_Rarely,No,No
EMP_00829,Andrew Adams,Male,Operations,Operations Manager,28,4,4,3,2,3,7102,21,2,4,4,5,8,Travel_Rarely,No,No
EMP_01866,Mary Scott,Male,Quality Assurance,QA Lead,43,1,2,2,2,2,6848,13,1,0,0,18,24,Travel_Rarely,Yes,Yes
EMP_01413,Andrew Lopez,Male,Sales,Business Development,43,3,3,2,2,4,8676,14,1,8,4,10,10,Travel_Frequently,Yes,No
EMP_00373,Jason Thomas,Female,Product,UX Designer,31,4,3,2,4,4,6716,14,1,8,3,8,3,Non-Travel,Yes,No
EMP_01456,Ashley Anderson,Male,Marketing,Marketing Manager,37,2,3,2,3,3,7390,18,1,5,0,15,1,Travel_Frequently,No,No
EMP_00474,Joshua Anderson,Female,Product,UX Designer,43,3,3,3,4,4,10706,18,3,15,10,20,11,Non-Travel,No,No
EMP_01762,Stephanie Rodriguez,Male,Engineering,Engineering Manager,42,1,2,2,3,3,6880,11,0,2,2,22,23,Travel_Rarely,Yes,Yes
EMP_00905,William Thompson,Male,Supply Chain,Inventory Manager,43,3,3,4,3,4,6019,14,1,15,5,19,18,Travel_Rarely,No,No
EMP_00036,Anthony Hernandez,Female,Sales,Business Development,55,3,3,4,2,3,9029,17,3,6,3,31,12,Non-Travel,No,No
EMP_00168,Ryan Allen,Female,Research & Development,Innovation Specialist,40,3,2,3,4,4,10411,18,3,14,4,15,19,Travel_Rarely,Yes,No
EMP_01584,Robert Hill,Male,Finance,Treasury Analyst,40,1,3,4,3,2,6492,18,2,7,3,18,18,Travel_Frequently,Yes,No
EMP_01955,Sharon Allen,Male,Product,Product Manager,43,1,2,1,2,2,3134,15,1,1,1,20,22,Travel_Frequently,No,Yes
EMP_01517,Stephanie Lee,Male,Sales,Business Development,25,2,2,2,2,3,10622,21,2,3,1,3,16,Non-Travel,No,No
EMP_01680,Karen Rodriguez,Female,Finance,Financial Analyst,49,2,4,2,2,1,7390,16,1,2,0,15,1,Travel_Rarely,No,No
EMP_01249,John Miller,Female,Supply Chain,Logistics Manager,37,2,4,1,3,4,5775,17,3,8,5,9,14,Travel_Rarely,Yes,No
EMP_00322,Jason Lopez,Male,Finance,Controller,46,4,3,4,3,3,13712,19,1,17,4,21,20,Travel_Rarely,No,No
EMP_00819,Edward Rivera,Male,Sales,Sales Director,46,3,3,2,2,4,10933,24,0,11,6,22,17,Travel_Frequently,No,No
EMP_01755,Thomas Harris,Female,Research & Development,Innovation Specialist,26,3,3,2,2,2,6340,14,0,5,3,6,30,Travel_Frequently,Yes,Yes
EMP_00288,Kevin Martin,Male,Product,Product Manager,28,3,3,3,3,2,9905,17,2,6,4,6,11,Travel_Rarely,No,No
EMP_01443,Sarah Martin,Female,Supply Chain,Inventory Manager,40,4,2,4,1,1,7735,18,0,5,4,6,3,Travel_Rarely,Yes,No
EMP_00909,Kenneth Flores,Female,Research & Development,R&D Manager,47,3,3,3,3,3,10786,23,1,15,6,19,9,Travel_Rarely,No,No
EMP_00095,Mary Lopez,Female,Research & Development,Innovation Specialist,36,4,3,2,4,2,9764,19,2,7,5,12,6,Non-Travel,No,No
EMP_01356,Melissa Perez,Male,Product,Product Manager,43,2,2,3,2,1,6513,20,2,9,0,16,11,Non-Travel,No,No
EMP_00746,Joseph Taylor,Male,Supply Chain,Inventory Manager,40,4,3,3,4,2,6482,25,3,7,2,16,16,Travel_Rarely,No,No
EMP_01740,Margaret Thompson,Female,Product,Product Analyst,45,1,2,2,1,2,6761,14,1,2,0,23,23,Travel_Rarely,Yes,Yes
EMP_00599,Donald Rodriguez,Female,Customer Service,Service Representative,49,2,4,4,3,2,11844,15,2,6,1,8,7,Travel_Rarely,No,No
EMP_01317,Stephanie Thompson,Female,Operations,Process Engineer,29,2,3,3,3,4,8540,20,1,7,1,7,16,Travel_Rarely,No,No
EMP_01406,Stephanie Harris,Female,Operations,Operations Analyst,34,2,3,3,1,2,8680,11,2,7,6,12,8,Travel_Rarely,No,No
EMP_01660,Jessica Anderson,Female,Engineering,Senior Engineer,48,3,2,2,3,4,5253,18,0,8,3,22,16,Travel_Rarely,No,No
EMP_01545,Ronald Baker,Male,Administration,Office Manager,48,1,2,3,3,1,4216,20,1,4,1,26,3,Travel_Rarely,No,No
EMP_00023,Daniel Johnson,Female,Administration,Receptionist,45,3,4,2,2,4,9641,14,0,20,4,20,13,Travel_Rarely,No,No
EMP_00687,William Walker,Female,Operations,Logistics Coordinator,46,3,3,4,2,3,10163,18,1,10,6,17,17,Non-Travel,No,No
EMP_00668,Sarah White,Female,Sales,Sales Director,41,3,3,3,2,3,8411,19,3,15,7,17,5,Travel_Rarely,No,No
EMP_01031,Edward Nelson,Male,Supply Chain,Inventory Manager,40,1,3,3,3,2,6841,11,2,9,3,18,20,Travel_Frequently,No,No
EMP_01844,Richard Robinson,Female,Finance,Treasury Analyst,30,2,2,2,1,2,5943,12,0,2,2,7,30,Travel_Frequently,Yes,Yes
EMP_01167,Nancy Scott,Male,Marketing,Content Manager,50,3,2,4,2,3,4100,17,0,10,5,16,6,Non-Travel,No,No
EMP_01725,Paul Thompson,Female,Quality Assurance,QA Lead,27,1,1,3,1,1,4341,14,0,2,2,4,19,Non-Travel,Yes,Yes
EMP_01905,Melissa Martin,Male,Product,Product Owner,40,2,2,2,2,1,3409,14,0,4,3,10,17,Travel_Rarely,Yes,Yes
EMP_01166,Barbara Clark,Male,Product,Product Manager,49,2,2,3,2,3,7467,15,0,1,1,26,25,Travel_Rarely,No,No
EMP_00056,Charles Wilson,Male,Finance,Finance Manager,49,3,3,2,4,2,7928,16,0,6,6,22,4,Travel_Rarely,No,No
EMP_00844,William Robinson,Female,Customer Service,Customer Success Manager,31,3,2,4,3,3,9029,24,0,6,4,9,18,Travel_Rarely,Yes,No
EMP_00789,Jason Harris,Female,Human Resources,Compensation Analyst,28,4,2,4,3,2,10660,12,2,4,4,6,13,Travel_Rarely,No,No
EMP_00896,Thomas Martinez,Male,Human Resources,Recruiter,32,4,4,3,4,3,8527,23,2,5,5,5,6,Non-Travel,Yes,No
EMP_01889,Matthew Martinez,Female,Quality Assurance,Test Analyst,26,2,3,2,1,3,6392,15,0,5,3,6,21,Travel_Rarely,Yes,Yes
EMP_01485,James Thomas,Male,IT,Security Analyst,42,2,4,3,2,3,5132,21,2,10,2,12,11,Non-Travel,No,No
EMP_01750,Matthew Scott,Female,Product,Product Owner,32,3,1,2,2,2,5930,14,0,3,0,4,14,Travel_Rarely,Yes,Yes
EMP_01821,Margaret Hernandez,Male,Supply Chain,Supply Chain Analyst,24,2,2,1,2,1,3407,12,0,3,1,3,12,Travel_Frequently,No,Yes
EMP_01801,Nancy Miller,Male,Finance,Financial Analyst,42,1,2,2,3,2,4353,14,0,1,0,14,19,Travel_Frequently,Yes,Yes
EMP_01882,Thomas Thomas,Male,Sales,Account Executive,37,1,2,3,2,1,6381,14,1,2,1,2,17,Travel_Rarely,Yes,Yes
EMP_00934,Deborah Anderson,Male,Sales,Sales Representative,33,4,3,3,4,4,12102,20,0,5,1,7,14,Travel_Rarely,No,No
EMP_01715,Sarah Miller,Female,Finance,Controller,44,1,1,1,2,3,3402,11,0,5,0,15,20,Travel_Frequently,No,Yes
EMP_01902,Anthony Miller,Female,Legal,Paralegal,37,1,3,1,1,2,5610,12,0,0,0,4,15,Travel_Rarely,No,Yes
EMP_00098,Donald Adams,Male,Marketing,Marketing Specialist,36,3,3,2,4,4,10661,23,2,9,6,15,19,Travel_Rarely,Yes,No
EMP_00507,Jessica Johnson,Male,Legal,Contract Specialist,52,3,4,4,4,4,9769,14,1,10,6,21,2,Non-Travel,No,No
EMP_00871,Timothy Hill,Male,Research & Development,Innovation Specialist,33,5,3,2,2,3,8754,23,2,11,5,12,6,Non-Travel,No,No
EMP_00953,Steven Torres,Male,Administration,Receptionist,45,3,3,3,4,2,7938,20,1,12,7,19,14,Travel_Frequently,Yes,No
EMP_00390,Mary Taylor,Female,Product,Product Owner,31,3,3,3,4,4,13222,17,1,7,4,7,20,Travel_Frequently,No,No
EMP_00976,Daniel Robinson,Male,Administration,Office Manager,45,2,4,3,3,3,10176,16,0,16,7,22,14,Non-Travel,Yes,No
EMP_01612,Robert Baker,Female,Marketing,Brand Strategist,29,3,4,4,3,2,7878,18,3,7,2,7,25,Travel_Frequently,No,No
EMP_01437,Karen Rodriguez,Female,Administration,Receptionist,45,2,3,3,2,4,5805,15,0,10,1,14,3,Non-Travel,No,No
EMP_01594,Timothy Adams,Male,Legal,Compliance Officer,43,4,3,3,1,2,4989,20,0,10,6,19,24,Travel_Frequently,No,Yes
EMP_00300,Sharon Gonzalez,Female,Administration,Office Manager,40,4,3,4,3,3,8200,24,0,9,5,15,15,Travel_Rarely,No,No
EMP_01131,Edward Harris,Female,Finance,Controller,27,2,4,3,3,2,5177,14,0,3,1,4,14,Travel_Frequently,Yes,No
EMP_01335,David Flores,Male,Engineering,Engineering Manager,27,1,2,3,4,3,8312,21,0,7,5,7,22,Travel_Rarely,Yes,No
EMP_01033,William Nguyen,Male,Human Resources,Compensation Analyst,32,2,4,3,2,1,5442,13,3,3,1,10,5,Travel_Rarely,No,No
EMP_00964,Stephanie Miller,Female,IT,IT Manager,34,3,4,3,3,3,12512,21,3,7,3,13,10,Non-Travel,Yes,No
EMP_01297,Sandra Nelson,Female,Customer Service,Service Manager,28,3,3,2,1,3,10360,14,1,5,5,5,25,Travel_Frequently,No,No
EMP_00667,Donna Sanchez,Female,Research & Development,Innovation Specialist,48,3,4,3,3,4,8734,20,3,19,6,28,5,Travel_Rarely,No,No
EMP_01289,Linda Adams,Female,Administration,Receptionist,33,1,2,4,1,1,6286,19,2,10,4,11,11,Travel_Frequently,No,No
EMP_01565,Mary Scott,Male,Product,Product Owner,34,1,4,3,3,1,5338,13,1,4,1,9,19,Travel_Frequently,No,No
EMP_01002,Sarah Taylor,Female,Legal,Compliance Officer,36,1,3,2,3,1,5140,22,2,7,3,9,3,Travel_Rarely,No,No
EMP_01148,Donald Miller,Male,Administration,Office Manager,27,3,4,2,4,2,9273,12,1,6,2,6,20,Travel_Rarely,Yes,No
EMP_01004,Lisa Gonzalez,Female,Finance,Financial Analyst,31,1,3,4,3,1,9744,16,0,6,3,6,4,Travel_Rarely,Yes,Yes
EMP_01076,Michael Hill,Male,IT,Network Engineer,25,3,2,3,4,4,7721,13,1,8,0,8,17,Non-Travel,Yes,Yes
EMP_00001,Mark Wright,Female,Marketing,Content Manager,46,2,2,4,4,3,6681,24,2,18,9,26,18,Non-Travel,No,No
EMP_00827,Betty Scott,Male,Research & Development,R&D Manager,36,2,4,3,4,3,13654,17,2,8,5,8,7,Travel_Rarely,No,No
EMP_01703,Edward Lopez,Female,Human Resources,Recruiter,40,1,3,2,1,2,4291,12,0,0,0,17,28,Travel_Frequently,No,Yes
EMP_00246,Stephanie Jackson,Male,Administration,Office Manager,51,4,3,3,4,3,8958,18,3,19,5,28,8,Travel_Rarely,No,No
EMP_01442,Ronald Thomas,Male,Product,Product Manager,26,3,2,2,1,4,4174,11,0,1,1,3,10,Travel_Frequently,No,No
EMP_01496,John Adams,Female,Administration,Administrative Coordinator,38,1,3,3,3,2,8053,19,3,3,2,16,9,Non-Travel,No,No
EMP_00381,Sandra Rivera,Male,IT,IT Specialist,50,4,3,2,4,4,6494,14,1,16,6,16,3,Non-Travel,No,No
EMP_01032,Susan Clark,Male,Customer Service,Service Manager,37,3,3,3,3,3,7795,18,2,5,0,10,12,Travel_Rarely,No,Yes
EMP_01979,Michael Hernandez,Male,Product,Product Analyst,27,2,2,1,2,1,3943,14,1,0,0,4,27,Travel_Rarely,Yes,Yes
EMP_00811,James Martinez,Female,Sales,Business Development,32,4,3,3,2,3,9637,16,1,5,3,8,18,Travel_Rarely,No,No
EMP_01169,Charles Johnson,Male,Administration,Receptionist,37,1,4,2,1,2,8809,13,0,4,1,15,6,Non-Travel,No,No
EMP_00042,John Perez,Female,Finance,Controller,54,2,4,3,4,3,12828,21,2,18,2,25,7,Travel_Rarely,Yes,No
EMP_01110,Jason Johnson,Female,Engineering,Technical Lead,38,1,4,1,3,1,7067,14,2,3,3,9,3,Travel_Rarely,Yes,Yes
EMP_01374,Matthew Thomas,Female,Finance,Accountant,27,2,3,2,3,4,7234,15,1,2,0,5,16,Non-Travel,Yes,Yes
EMP_01199,Elizabeth Nguyen,Male,Product,Product Owner,27,4,2,3,3,1,10670,16,1,4,4,5,12,Travel_Frequently,Yes,No
EMP_00643,Andrew Hernandez,Male,Finance,Treasury Analyst,38,5,2,3,3,3,8893,24,1,9,2,11,10,Non-Travel,No,No
EMP_00968,Barbara Gonzalez,Female,Sales,Business Development,28,5,3,3,2,3,9376,18,1,5,5,7,6,Travel_Rarely,No,No
EMP_01995,Margaret Jones,Female,Finance,Accountant,36,3,3,3,1,1,6725,14,0,4,3,15,16,Travel_Frequently,Yes,Yes
EMP_00755,Dorothy Baker,Female,Human Resources,Training Manager,55,4,4,3,4,3,6477,17,1,10,9,17,15,Travel_Frequently,No,No
EMP_01462,Laura Torres,Male,Legal,Compliance Officer,39,4,4,2,3,3,4602,12,1,10,2,15,7,Travel_Frequently,Yes,Yes
EMP_00399,Jason Green,Female,Quality Assurance,QA Engineer,30,4,3,3,4,4,7633,22,1,3,1,3,19,Travel_Rarely,No,No
EMP_01621,Andrew Lewis,Male,Product,Product Manager,33,2,3,4,2,3,5811,17,1,9,1,10,25,Travel_Rarely,No,No
EMP_00762,Susan Ramirez,Female,Quality Assurance,QA Lead,54,3,3,4,4,3,14591,12,1,7,3,23,6,Travel_Rarely,No,No
EMP_00415,Amanda Smith,Male,Sales,Sales Manager,55,2,4,4,4,3,6080,23,3,16,4,21,9,Travel_Frequently,No,No
EMP_00485,Linda Davis,Male,Human Resources,Training Manager,55,3,2,4,3,4,14963,18,1,6,1,34,10,Non-Travel,Yes,No
EMP_00689,Barbara Nelson,Female,Supply Chain,Supply Chain Analyst,55,4,2,4,2,3,11386,22,1,10,7,27,16,Non-Travel,No,No
EMP_00833,Jennifer Allen,Female,Administration,Receptionist,53,3,2,4,4,2,11152,19,2,16,10,32,5,Travel_Rarely,No,No
EMP_01885,Jeffrey Martin,Female,Human Resources,HR Specialist,26,3,1,2,2,1,6954,11,1,5,1,6,27,Non-Travel,Yes,Yes
EMP_01587,Rebecca Brown,Female,Marketing,Digital Marketing,42,4,2,2,3,4,10063,18,1,1,1,13,19,Travel_Rarely,Yes,No
EMP_00114,Jason Sanchez,Male,Marketing,Content Manager,54,2,3,3,4,4,10454,16,2,15,4,23,18,Travel_Rarely,No,No
EMP_00506,Anthony Walker,Female,Administration,Receptionist,50,2,4,2,4,4,12956,21,1,10,2,22,3,Travel_Rarely,No,No
EMP_01881,Emily Gonzalez,Male,Legal,Paralegal,29,2,1,2,1,3,3750,11,1,0,0,2,28,Travel_Frequently,Yes,Yes
EMP_01250,Betty Thompson,Male,Sales,Business Development,48,1,3,2,3,3,4091,20,2,3,3,15,7,Travel_Rarely,No,Yes
EMP_00386,Susan Torres,Male,Legal,Paralegal,29,5,2,3,3,3,9192,17,2,3,2,3,12,Travel_Frequently,No,No
EMP_00276,Sarah Lee,Female,Legal,Legal Counsel,43,2,2,3,3,2,7627,20,0,3,2,16,5,Non-Travel,No,No
EMP_00212,Deborah Wright,Male,IT,IT Manager,30,3,3,3,4,4,14570,24,3,3,1,3,6,Travel_Rarely,No,No
EMP_00962,Stephanie Jones,Male,Human Resources,Compensation Analyst,47,3,3,4,4,3,11777,24,0,8,7,9,18,Travel_Rarely,No,No
EMP_01691,Barbara Adams,Female,IT,System Administrator,44,3,3,3,4,4,9387,17,2,3,3,6,3,Non-Travel,No,No
EMP_01347,Melissa Torres,Female,Customer Service,Support Specialist,26,2,4,3,3,3,5299,19,2,4,2,4,16,Travel_Rarely,Yes,Yes
EMP_00258,Christopher Jackson,Male,Operations,Quality Specialist,42,3,3,4,4,4,13675,14,3,10,9,13,13,Travel_Frequently,Yes,No
EMP_00838,David Nguyen,Male,Supply Chain,Logistics Manager,36,2,3,4,3,4,7600,12,0,9,9,11,1,Travel_Rarely,No,No
EMP_01849,Joseph Johnson,Female,Supply Chain,Logistics Manager,29,2,3,1,3,1,6739,13,0,5,3,7,30,Non-Travel,Yes,Yes
EMP_00379,Sarah Green,Female,Marketing,Marketing Manager,40,3,3,3,3,2,12911,20,2,16,9,19,8,Travel_Rarely,No,No
EMP_00621,Michael Lee,Female,Customer Service,Support Specialist,38,2,3,3,3,4,6565,22,1,16,7,18,19,Travel_Rarely,No,No
EMP_01969,Joseph Clark,Female,Customer Service,Service Manager,38,1,3,2,3,1,6797,14,0,5,0,8,22,Travel_Rarely,No,Yes
EMP_00459,Deborah Thompson,Male,Legal,Contract Specialist,39,2,2,3,3,4,12815,13,2,4,1,18,10,Non-Travel,No,No
EMP_01171,Kimberly Hill,Female,Customer Service,Service Manager,45,1,3,3,2,2,10496,11,0,5,2,9,19,Travel_Rarely,No,No
EMP_00138,Rebecca Johnson,Female,Human Resources,Recruiter,38,4,3,4,4,4,12837,15,2,9,3,10,14,Travel_Frequently,Yes,No
EMP_01162,Carol Garcia,Female,Legal,Legal Counsel,24,1,4,2,3,4,10813,15,2,4,4,4,22,Travel_Rarely,No,Yes
EMP_01494,Thomas Martinez,Male,Product,UX Designer,38,2,3,2,3,3,7644,13,2,5,1,12,5,Non-Travel,No,No
EMP_00661,Paul Thomas,Female,Human Resources,Training Manager,47,2,3,3,4,3,11655,17,1,18,1,27,16,Travel_Rarely,No,No
EMP_00067,Linda Brown,Female,Administration,Receptionist,44,2,3,4,3,4,12859,21,3,8,3,12,8,Non-Travel,Yes,No
EMP_00583,Donald Young,Male,Supply Chain,Logistics Manager,29,4,4,4,4,2,14517,13,2,5,1,8,11,Travel_Frequently,No,No
EMP_00747,Betty Allen,Female,Legal,Paralegal,40,4,4,3,2,4,11486,25,3,5,1,8,1,Non-Travel,No,No
EMP_01953,Donna Jackson,Male,Quality Assurance,Quality Manager,27,1,2,1,3,2,4628,11,1,4,0,6,15,Travel_Frequently,Yes,Yes
EMP_00660,Jason King,Female,Customer Service,Service Representative,43,4,3,3,4,4,12187,14,2,19,10,22,7,Non-Travel,No,No
EMP_00778,Elizabeth Green,Female,Operations,Operations Manager,40,5,3,4,3,4,13431,18,3,7,7,16,18,Non-Travel,No,No
EMP_00472,Richard Rivera,Female,Human Resources,Compensation Analyst,49,2,3,4,4,3,8481,19,2,4,1,11,16,Non-Travel,No,No
EMP_00898,Margaret Young,Female,Sales,Account Executive,28,2,3,3,2,3,8432,12,3,6,6,7,3,Non-Travel,No,No
EMP_00233,Timothy Thomas,Female,Human Resources,Recruiter,31,3,3,3,3,3,7850,17,1,4,2,8,16,Travel_Rarely,Yes,No
EMP_01515,Jason Lopez,Female,Customer Service,Service Representative,46,2,3,1,4,4,8325,15,2,10,1,14,16,Travel_Rarely,No,No
EMP_01934,Andrew Taylor,Female,Legal,Contract Specialist,40,1,3,3,1,1,4049,12,0,0,0,15,26,Travel_Frequently,Yes,Yes
EMP_00588,Susan Rivera,Female,Human Resources,HR Specialist,41,3,4,3,4,3,6170,22,2,3,2,16,2,Travel_Rarely,No,No
EMP_01833,Sandra Scott,Male,Marketing,Marketing Specialist,33,1,3,1,2,1,4570,14,0,0,0,12,29,Travel_Frequently,Yes,Yes
EMP_00026,Timothy Rodriguez,Female,Human Resources,Compensation Analyst,35,5,4,3,3,3,14231,17,1,13,9,13,6,Non-Travel,No,No
EMP_01207,Ronald Anderson,Male,Administration,Administrative Coordinator,48,3,3,2,3,4,4062,13,0,1,0,4,14,Non-Travel,Yes,No
EMP_00663,David Rivera,Male,Sales,Sales Director,50,2,4,3,3,4,10563,25,3,20,1,24,8,Travel_Rarely,No,No
EMP_00123,Kenneth Davis,Male,Research & Development,Research Scientist,29,2,3,2,3,4,14026,20,2,4,2,4,19,Non-Travel,No,No
EMP_00059,James Rodriguez,Male,Customer Service,Customer Success Manager,42,4,2,3,4,3,12319,23,3,11,2,16,14,Travel_Rarely,No,No
EMP_01596,Sandra Miller,Female,Sales,Account Executive,42,1,3,2,1,3,10321,15,0,4,1,8,2,Travel_Frequently,Yes,Yes
EMP_01310,Kimberly Lee,Male,Product,Product Analyst,26,3,3,3,2,4,9595,13,0,9,5,9,23,Non-Travel,Yes,No
EMP_00083,Paul White,Male,Product,Product Analyst,43,4,3,2,4,2,10597,25,2,17,8,19,18,Non-Travel,No,No
EMP_01910,Emily Martin,Female,Human Resources,Training Manager,33,2,3,1,3,3,5178,11,1,1,1,8,20,Travel_Rarely,Yes,Yes
